Meet|City|Country|Course|Event ID|Distance|Stroke|Round|Gender|Firstname|Lastname|Birthyear|Height cm|Weight Kg|BMI|Speed / Kg|Speed m/s|Time
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|23|100|BREAST|PRE|F|Taylor|MCKEOWN|1995|178.0|65.0|20.515086|0.021909|1.424096|70.22
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|23|100|BREAST|PRE|F|Annie|LAZOR|1994|172.0|65.0|21.971336|0.021133|1.373626|72.8
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|23|100|BREAST|PRE|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.024625|1.452855|68.83
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|24|100|BREAST|PRE|M|Josh|PRENOT|1993|181.0|75.0|22.893074|0.021603|1.62022|61.72
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|24|100|BREAST|PRE|M|Nicholas|QUINN|1993|185.0|78.0|22.790358|0.020369|1.588815|62.94
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|24|100|BREAST|PRE|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.020748|1.639076|61.01
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|24|100|BREAST|PRE|M|Jason|BLOCK|1989|182.0|82.0|24.755464|0.01974|1.618647|61.78
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|25|100|BACK|PRE|F|Clara|SMIDDY|1996|175.0|82.0|26.77551|0.019654|1.611604|62.05
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|25|100|BACK|PRE|F|Kylie|STEWART|1996|180.0|77.0|23.765432|0.020964|1.614205|61.95
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|25|100|BACK|PRE|F|Keryn|MCMASTER|1993|169.0|63.0|22.058051|0.024848|1.565435|63.88
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|25|100|BACK|PRE|F|Dominique|BOUCHARD|1991|174.0|61.0|20.147972|0.026634|1.624695|61.55
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|26|100|BACK|PRE|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.020534|1.848087|54.11
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|26|100|BACK|PRE|M|Sean|LEHANE|1994|193.0|90.0|24.161722|0.019799|1.781896|56.12
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|26|100|BACK|PRE|M|Travis|MAHONEY|1990|190.0|81.0|22.437673|0.022325|1.808318|55.3
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|26|100|BACK|PRE|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.02475|1.831502|54.6
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|26|100|BACK|PRE|M|Nick|THOMAN|1986|185.0|84.0|24.543462|0.021928|1.84196|54.29
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|3|100|FREE|PRE|F|Cierra|RUNGE|1996|194.0|84.0|22.319056|0.021164|1.777778|56.25
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|3|100|FREE|PRE|F|Lia|NEAL|1995|178.0|74.0|23.355637|0.024415|1.806685|55.35
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|3|100|FREE|PRE|F|Taylor|MCKEOWN|1995|178.0|65.0|20.515086|0.026612|1.729805|57.81
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|3|100|FREE|PRE|F|Madeline|GROVES|1995|179.0|66.0|20.598608|0.0263|1.73581|57.61
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|3|100|FREE|PRE|F|Leah|SMITH|1995|176.0|67.0|21.629649|0.025953|1.738828|57.51
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|3|100|FREE|PRE|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.029999|1.769912|56.5
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|3|100|FREE|PRE|F|Michelle|WILLIAMS|1991|173.0|67.0|22.386314|0.026548|1.778726|56.22
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|3|100|FREE|PRE|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.023531|1.811922|55.19
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Meghan|SMALL|1998|167.0|59.0|21.155294|0.024057|1.419346|140.91
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Kathleen|BAKER|1997|173.0|68.0|22.720438|0.021864|1.486768|134.52
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Clara|SMIDDY|1996|175.0|82.0|26.77551|0.017078|1.400364|142.82
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Cierra|RUNGE|1996|194.0|84.0|22.319056|0.017009|1.428776|139.98
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Lia|NEAL|1995|178.0|74.0|23.355637|0.018624|1.37817|145.12
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Taylor|MCKEOWN|1995|178.0|65.0|20.515086|0.022537|1.46488|136.53
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Annie|LAZOR|1994|172.0|65.0|21.971336|0.021664|1.408153|142.03
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Hali|FLICKINGER|1994|166.0|52.0|18.870663|0.027537|1.431947|139.67000000000002
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Keryn|MCMASTER|1993|169.0|63.0|22.058051|0.023237|1.463915|136.62
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.024848|1.466061|136.42000000000002
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|30|200|MEDLEY|PRE|F|Dominique|BOUCHARD|1991|174.0|61.0|20.147972|0.023407|1.427857|140.07
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|31|200|MEDLEY|PRE|M|Gunnar|BENTZ|1996|196.0|83.0|21.605581|0.0199|1.651664|121.09
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|31|200|MEDLEY|PRE|M|Jay|LITHERLAND|1995|183.0|79.0|23.589835|0.02071|1.636126|122.24
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|31|200|MEDLEY|PRE|M|David|MORGAN|1994|184.0|82.0|24.220227|0.019462|1.595914|125.32
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|31|200|MEDLEY|PRE|M|Josh|PRENOT|1993|181.0|75.0|22.893074|0.022104|1.657825|120.64
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|31|200|MEDLEY|PRE|M|Dylan|BOSCH|1993|178.0|75.0|23.671254|0.021935|1.645143|121.57
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|31|200|MEDLEY|PRE|M|Mack|DARRAGH|1993|185.0|79.0|23.082542|0.020297|1.603463|124.73
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|31|200|MEDLEY|PRE|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.020608|1.628002|122.85
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|31|200|MEDLEY|PRE|M|Travis|MAHONEY|1990|190.0|81.0|22.437673|0.020229|1.638538|122.06
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|31|200|MEDLEY|PRE|M|Darian|TOWNSEND|1984|193.0|88.0|23.624795|0.018562|1.633453|122.44
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|33|50|FREE|PRE|F|Cierra|RUNGE|1996|194.0|84.0|22.319056|0.022294|1.872659|26.7
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|33|50|FREE|PRE|F|Lia|NEAL|1995|178.0|74.0|23.355637|0.025968|1.921599|26.02
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|33|50|FREE|PRE|F|Michelle|WILLIAMS|1991|173.0|67.0|22.386314|0.028681|1.921599|26.02
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|33|50|FREE|PRE|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.0287|1.9516|25.62
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|33|50|FREE|PRE|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.025385|1.954652|25.58
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|34|50|FREE|PRE|M|Michael|ANDREW|1999|196.0|86.0|22.386506|0.024709|2.124947|23.53
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|34|50|FREE|PRE|M|Santo|CONDORELLI|1995|188.0|88.0|24.898144|0.024586|2.163566|23.11
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|34|50|FREE|PRE|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.023732|2.135839|23.41
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|34|50|FREE|PRE|M|Nicholas|QUINN|1993|185.0|78.0|22.790358|0.025377|1.979414|25.26
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|34|50|FREE|PRE|M|Karl|KRUG|1989|197.0|95.0|24.478858|0.023517|2.234138|22.38
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|34|50|FREE|PRE|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.029024|2.147766|23.28
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|34|50|FREE|PRE|M|Darian|TOWNSEND|1984|193.0|88.0|23.624795|0.024365|2.144082|23.32
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|34|50|FREE|PRE|M|Cullen|JONES|1984|195.0|90.0|23.668639|0.024648|2.218279|22.54
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|4|100|FREE|PRE|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.022178|1.996008|50.1
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|4|100|FREE|PRE|M|Calum|JARVIS|1992|193.0|92.0|24.69865|0.021601|1.987281|50.32
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|4|100|FREE|PRE|M|Travis|MAHONEY|1990|190.0|81.0|22.437673|0.024761|2.005616|49.86
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|4|100|FREE|PRE|M|Tim|PHILLIPS|1990|180.0|73.0|22.530864|0.027524|2.009243|49.77
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|4|100|FREE|PRE|M|Karl|KRUG|1989|197.0|95.0|24.478858|0.021175|2.011668|49.71
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|4|100|FREE|PRE|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.026549|1.964637|50.9
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|4|100|FREE|PRE|M|Darian|TOWNSEND|1984|193.0|88.0|23.624795|0.022819|2.008032|49.8
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|8|400|FREE|PRE|F|Cierra|RUNGE|1996|194.0|84.0|22.319056|0.018607|1.562988|255.92
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|8|400|FREE|PRE|F|Leah|SMITH|1995|176.0|67.0|21.629649|0.023561|1.578594|253.39
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|8|400|FREE|PRE|F|Gillian|RYAN|1995|175.0|79.0|25.795918|0.020133|1.59052|251.49
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|8|400|FREE|PRE|F|Kiera|JANZEN|1993|172.0|56.0|18.929151|0.028167|1.577349|253.59
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|9|400|FREE|PRE|M|Clark|SMITH|1995|206.0|89.0|20.972759|0.018855|1.678064|238.37
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|9|400|FREE|PRE|M|David|MORGAN|1994|184.0|82.0|24.220227|0.02066|1.694126|236.11
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|9|400|FREE|PRE|M|Sean|LEHANE|1994|193.0|90.0|24.161722|0.01826|1.643385|243.4
2013 U.S. Open Swimming Championships|Irvine, CA|USA|LCM|9|400|FREE|PRE|M|Jeremy|BAGSHAW|1992|182.0|78.0|23.547881|0.022081|1.722282|232.25
AT&T Winter National Championships|Knoxville,TN|USA|SCY|103|457.2|FREE|FIN|F|Katie|LEDECKY|1997|183.0|72.0|21.499597|0.023314|1.678599|272.37
AT&T Winter National Championships|Knoxville,TN|USA|SCY|103|457.2|FREE|FIN|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.021621|1.664785|274.63
AT&T Winter National Championships|Knoxville,TN|USA|SCY|103|457.2|FREE|FIN|F|Stephanie|AU|1992|172.0|56.0|18.929151|0.028504|1.596202|286.43
AT&T Winter National Championships|Knoxville,TN|USA|SCY|103|457.2|FREE|FIN|F|Patricia|CASTRO ORTEGA|1992|178.0|66.0|20.830703|0.024104|1.59087|287.39
AT&T Winter National Championships|Knoxville,TN|USA|SCY|104|457.2|FREE|FIN|M|Stephen|MILNE|1994|186.0|76.0|21.967858|0.023151|1.759477|259.85
AT&T Winter National Championships|Knoxville,TN|USA|SCY|104|457.2|FREE|FIN|M|Jeremy|BAGSHAW|1992|182.0|78.0|23.547881|0.022883|1.784892|256.15
AT&T Winter National Championships|Knoxville,TN|USA|SCY|104|457.2|FREE|FIN|M|Ryan|FEELEY|1991|192.0|91.0|24.68533|0.019387|1.764229|259.15
AT&T Winter National Championships|Knoxville,TN|USA|SCY|104|457.2|FREE|FIN|M|Connor|JAEGER|1991|186.0|77.0|22.256908|0.023372|1.799646|254.05
AT&T Winter National Championships|Knoxville,TN|USA|SCY|104|457.2|FREE|FIN|M|Michael|KLUEH|1987|190.0|81.0|22.437673|0.022185|1.796958|254.43
AT&T Winter National Championships|Knoxville,TN|USA|SCY|105|182.88|MEDLEY|FIN|F|Kathleen|BAKER|1997|173.0|68.0|22.720438|0.023109|1.571404|116.38
AT&T Winter National Championships|Knoxville,TN|USA|SCY|105|182.88|MEDLEY|FIN|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.021525|1.549831|118.0
AT&T Winter National Championships|Knoxville,TN|USA|SCY|105|182.88|MEDLEY|FIN|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.026414|1.558415|117.35
AT&T Winter National Championships|Knoxville,TN|USA|SCY|105|182.88|MEDLEY|FIN|F|Alia|ATKINSON|1988|173.0|71.0|23.722811|0.022427|1.592338|114.85
AT&T Winter National Championships|Knoxville,TN|USA|SCY|106|182.88|MEDLEY|FIN|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.019215|1.729362|105.75
AT&T Winter National Championships|Knoxville,TN|USA|SCY|106|182.88|MEDLEY|FIN|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.019881|1.709798|106.96000000000001
AT&T Winter National Championships|Knoxville,TN|USA|SCY|106|182.88|MEDLEY|FIN|M|Josh|PRENOT|1993|181.0|75.0|22.893074|0.023406|1.755423|104.18
AT&T Winter National Championships|Knoxville,TN|USA|SCY|106|182.88|MEDLEY|FIN|M|Dylan|BOSCH|1993|178.0|75.0|23.671254|0.023566|1.767469|103.47
AT&T Winter National Championships|Knoxville,TN|USA|SCY|106|182.88|MEDLEY|FIN|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.021849|1.726097|105.95
AT&T Winter National Championships|Knoxville,TN|USA|SCY|106|182.88|MEDLEY|FIN|M|Richard|FUNK|1992|178.0|70.0|22.09317|0.02398|1.678568|108.95
AT&T Winter National Championships|Knoxville,TN|USA|SCY|106|182.88|MEDLEY|FIN|M|Darian|TOWNSEND|1984|193.0|88.0|23.624795|0.020398|1.795053|101.88
AT&T Winter National Championships|Knoxville,TN|USA|SCY|107|45.72|FREE|FIN|F|Farida|OSMAN|1995|173.0|64.0|21.383942|0.03168|2.027494|22.55
AT&T Winter National Championships|Knoxville,TN|USA|SCY|107|45.72|FREE|FIN|F|Kelsi|WORRELL|1994|180.0|74.0|22.839506|0.027254|2.016762|22.67
AT&T Winter National Championships|Knoxville,TN|USA|SCY|107|45.72|FREE|FIN|F|Arianna|VANDERPOOL-WALLACE|1990|168.0|61.0|21.612812|0.034208|2.086718|21.91
AT&T Winter National Championships|Knoxville,TN|USA|SCY|107|45.72|FREE|FIN|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.030998|2.107884|21.69
AT&T Winter National Championships|Knoxville,TN|USA|SCY|107|45.72|FREE|FIN|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.027464|2.114709|21.62
AT&T Winter National Championships|Knoxville,TN|USA|SCY|107|45.72|FREE|FIN|F|Natalie|COUGHLIN|1982|172.0|65.0|21.971336|0.0327|2.125523|21.51
AT&T Winter National Championships|Knoxville,TN|USA|SCY|108|45.72|FREE|FIN|M|Tim|PHILLIPS|1990|180.0|73.0|22.530864|0.031378|2.290581|19.96
AT&T Winter National Championships|Knoxville,TN|USA|SCY|108|45.72|FREE|FIN|M|Joao|DE LUCCA|1990|193.0|96.0|25.772504|0.024249|2.327902|19.64
AT&T Winter National Championships|Knoxville,TN|USA|SCY|108|45.72|FREE|FIN|M|Karl|KRUG|1989|197.0|95.0|24.478858|0.024744|2.350643|19.45
AT&T Winter National Championships|Knoxville,TN|USA|SCY|108|45.72|FREE|FIN|M|Nathan|ADRIAN|1988|198.0|102.0|26.017753|0.023729|2.420328|18.89
AT&T Winter National Championships|Knoxville,TN|USA|SCY|108|45.72|FREE|FIN|M|Josh|SCHNEIDER|1988|193.0|99.0|26.577895|0.024217|2.397483|19.07
AT&T Winter National Championships|Knoxville,TN|USA|SCY|108|45.72|FREE|FIN|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.030738|2.274627|20.1
AT&T Winter National Championships|Knoxville,TN|USA|SCY|108|45.72|FREE|FIN|M|Matt|GREVERS|1985|203.0|113.0|27.421194|0.021029|2.376299|19.24
AT&T Winter National Championships|Knoxville,TN|USA|SCY|108|45.72|FREE|FIN|M|Cullen|JONES|1984|195.0|90.0|23.668639|0.026226|2.360351|19.37
AT&T Winter National Championships|Knoxville,TN|USA|SCY|114|365.76|MEDLEY|FIN|M|Jordan|WILIMOVSKY|1994|178.0|68.0|21.461937|0.022543|1.532942|238.6
AT&T Winter National Championships|Knoxville,TN|USA|SCY|114|365.76|MEDLEY|FIN|M|Josh|PRENOT|1993|181.0|75.0|22.893074|0.021785|1.633878|223.86
AT&T Winter National Championships|Knoxville,TN|USA|SCY|114|365.76|MEDLEY|FIN|M|Dylan|BOSCH|1993|178.0|75.0|23.671254|0.021645|1.623363|225.31
AT&T Winter National Championships|Knoxville,TN|USA|SCY|114|365.76|MEDLEY|FIN|M|Connor|JAEGER|1991|186.0|77.0|22.256908|0.020628|1.588327|230.28
AT&T Winter National Championships|Knoxville,TN|USA|SCY|115|91.44|FLY|FIN|F|Kathleen|BAKER|1997|173.0|68.0|22.720438|0.024999|1.699944|53.79
AT&T Winter National Championships|Knoxville,TN|USA|SCY|115|91.44|FLY|FIN|F|Farida|OSMAN|1995|173.0|64.0|21.383942|0.026836|1.717506|53.24
AT&T Winter National Championships|Knoxville,TN|USA|SCY|115|91.44|FLY|FIN|F|Gia|DALESANDRO|1995|167.0|56.0|20.079601|0.030849|1.727565|52.93
AT&T Winter National Championships|Knoxville,TN|USA|SCY|115|91.44|FLY|FIN|F|Kelsi|WORRELL|1994|180.0|74.0|22.839506|0.02379|1.760493|51.94
AT&T Winter National Championships|Knoxville,TN|USA|SCY|115|91.44|FLY|FIN|F|Amanda|WEIR|1986|188.0|77.0|21.785876|0.022222|1.711078|53.44
AT&T Winter National Championships|Knoxville,TN|USA|SCY|116|91.44|FLY|FIN|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.021394|1.925458|47.49
AT&T Winter National Championships|Knoxville,TN|USA|SCY|116|91.44|FLY|FIN|M|Dylan|BOSCH|1993|178.0|75.0|23.671254|0.02618|1.963496|46.57
AT&T Winter National Championships|Knoxville,TN|USA|SCY|116|91.44|FLY|FIN|M|Tim|PHILLIPS|1990|180.0|73.0|22.530864|0.027463|2.004824|45.61
AT&T Winter National Championships|Knoxville,TN|USA|SCY|116|91.44|FLY|FIN|M|Matt|GREVERS|1985|203.0|113.0|27.421194|0.018006|2.034713|44.94
AT&T Winter National Championships|Knoxville,TN|USA|SCY|117|182.88|FREE|FIN|F|Katie|LEDECKY|1997|183.0|72.0|21.499597|0.024895|1.792414|102.03
AT&T Winter National Championships|Knoxville,TN|USA|SCY|117|182.88|FREE|FIN|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.023423|1.80355|101.4
AT&T Winter National Championships|Knoxville,TN|USA|SCY|117|182.88|FREE|FIN|F|Camille|CHENG|1993|178.0|65.0|20.515086|0.026626|1.730671|105.67
AT&T Winter National Championships|Knoxville,TN|USA|SCY|117|182.88|FREE|FIN|F|Andrea|KNEPPERS|1993|175.0|67.0|21.877551|0.025243|1.691298|108.13
AT&T Winter National Championships|Knoxville,TN|USA|SCY|117|182.88|FREE|FIN|F|Stephanie|AU|1992|172.0|56.0|18.929151|0.030138|1.687708|108.36
AT&T Winter National Championships|Knoxville,TN|USA|SCY|117|182.88|FREE|FIN|F|Patricia|CASTRO ORTEGA|1992|178.0|66.0|20.830703|0.025814|1.703745|107.34
AT&T Winter National Championships|Knoxville,TN|USA|SCY|117|182.88|FREE|FIN|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.023628|1.701209|107.5
AT&T Winter National Championships|Knoxville,TN|USA|SCY|118|182.88|FREE|FIN|M|Stephen|MILNE|1994|186.0|76.0|21.967858|0.024871|1.890233|96.75
AT&T Winter National Championships|Knoxville,TN|USA|SCY|118|182.88|FREE|FIN|M|Connor|JAEGER|1991|186.0|77.0|22.256908|0.024355|1.875308|97.52000000000001
AT&T Winter National Championships|Knoxville,TN|USA|SCY|118|182.88|FREE|FIN|M|Joao|DE LUCCA|1990|193.0|96.0|25.772504|0.020786|1.995417|91.65
AT&T Winter National Championships|Knoxville,TN|USA|SCY|118|182.88|FREE|FIN|M|Michael|KLUEH|1987|190.0|81.0|22.437673|0.023774|1.925661|94.97
AT&T Winter National Championships|Knoxville,TN|USA|SCY|118|182.88|FREE|FIN|M|Darian|TOWNSEND|1984|193.0|88.0|23.624795|0.022606|1.98934|91.93
AT&T Winter National Championships|Knoxville,TN|USA|SCY|119|91.44|BREAST|FIN|F|Molly|HANNIS|1992|171.0|70.0|23.93899|0.022073|1.545117|59.18
AT&T Winter National Championships|Knoxville,TN|USA|SCY|119|91.44|BREAST|FIN|F|Caitlin|LEVERENZ|1991|172.0|72.0|24.33748|0.020782|1.496318|61.11
AT&T Winter National Championships|Knoxville,TN|USA|SCY|119|91.44|BREAST|FIN|F|Katie|MEILI|1991|170.0|59.0|20.415225|0.026255|1.549043|59.03
AT&T Winter National Championships|Knoxville,TN|USA|SCY|119|91.44|BREAST|FIN|F|Micah|LAWRENCE|1990|183.0|66.0|19.707964|0.02318|1.529864|59.77
AT&T Winter National Championships|Knoxville,TN|USA|SCY|119|91.44|BREAST|FIN|F|Alia|ATKINSON|1988|173.0|71.0|23.722811|0.022351|1.586949|57.62
AT&T Winter National Championships|Knoxville,TN|USA|SCY|120|91.44|BREAST|FIN|M|Cody|MILLER|1992|181.0|79.0|24.114038|0.021359|1.687396|54.19
AT&T Winter National Championships|Knoxville,TN|USA|SCY|120|91.44|BREAST|FIN|M|Richard|FUNK|1992|178.0|70.0|22.09317|0.024698|1.728871|52.89
AT&T Winter National Championships|Knoxville,TN|USA|SCY|120|91.44|BREAST|FIN|M|Renato|PRONO|1991|183.0|78.0|23.29123|0.021396|1.668918|54.79
AT&T Winter National Championships|Knoxville,TN|USA|SCY|120|91.44|BREAST|FIN|M|Damir|DUGONJIC|1988|202.0|105.0|25.732771|0.01677|1.760832|51.93
AT&T Winter National Championships|Knoxville,TN|USA|SCY|121|91.44|BACK|FIN|F|Kathleen|BAKER|1997|173.0|68.0|22.720438|0.025291|1.719767|53.17
AT&T Winter National Championships|Knoxville,TN|USA|SCY|121|91.44|BACK|FIN|F|Missy|FRANKLIN|1995|188.0|77.0|21.785876|0.023019|1.772437|51.59
AT&T Winter National Championships|Knoxville,TN|USA|SCY|121|91.44|BACK|FIN|F|Stephanie|AU|1992|172.0|56.0|18.929151|0.03112|1.74271|52.47
AT&T Winter National Championships|Knoxville,TN|USA|SCY|121|91.44|BACK|FIN|F|Madison|KENNEDY|1987|182.0|68.0|20.528922|0.025215|1.714607|53.33
AT&T Winter National Championships|Knoxville,TN|USA|SCY|122|91.44|BACK|FIN|M|Ryan|MURPHY|1995|191.0|90.0|24.670376|0.022198|1.997815|45.77
AT&T Winter National Championships|Knoxville,TN|USA|SCY|122|91.44|BACK|FIN|M|Grigory|TARASEVICH|1995|191.0|75.0|20.558647|0.025885|1.941401|47.1
AT&T Winter National Championships|Knoxville,TN|USA|SCY|122|91.44|BACK|FIN|M|Richard|BOHUS|1993|185.0|80.0|23.374726|0.023937|1.914974|47.75
AT&T Winter National Championships|Knoxville,TN|USA|SCY|122|91.44|BACK|FIN|M|Jacob|PEBLEY|1993|194.0|86.0|22.850462|0.022739|1.955518|46.76
AT&T Winter National Championships|Knoxville,TN|USA|SCY|122|91.44|BACK|FIN|M|Junya|KOGA|1987|181.0|74.0|22.587833|0.026665|1.973241|46.34
AT&T Winter National Championships|Knoxville,TN|USA|SCY|122|91.44|BACK|FIN|M|Nick|THOMAN|1986|185.0|84.0|24.543462|0.024701|2.074881|44.07
AT&T Winter National Championships|Knoxville,TN|USA|SCY|122|91.44|BACK|FIN|M|Matt|GREVERS|1985|203.0|113.0|27.421194|0.018188|2.055293|44.49
AT&T Winter National Championships|Knoxville,TN|USA|SCY|125|1508.76|FREE|FHT|F|Katie|LEDECKY|1997|183.0|72.0|21.499597|0.022897|1.648612|915.17
AT&T Winter National Championships|Knoxville,TN|USA|SCY|126|1508.76|FREE|FHT|M|Stephen|MILNE|1994|186.0|76.0|21.967858|0.022164|1.684429|895.71
AT&T Winter National Championships|Knoxville,TN|USA|SCY|126|1508.76|FREE|FHT|M|Jordan|WILIMOVSKY|1994|178.0|68.0|21.461937|0.024572|1.670923|902.95
AT&T Winter National Championships|Knoxville,TN|USA|SCY|126|1508.76|FREE|FHT|M|Matthew|LOWE|1994|173.0|68.0|22.720438|0.023378|1.589691|949.09
AT&T Winter National Championships|Knoxville,TN|USA|SCY|126|1508.76|FREE|FHT|M|Jeremy|BAGSHAW|1992|182.0|78.0|23.547881|0.021588|1.683884|896.0
AT&T Winter National Championships|Knoxville,TN|USA|SCY|126|1508.76|FREE|FHT|M|Sean|RYAN|1992|191.0|77.0|21.106878|0.021198|1.632257|924.34
AT&T Winter National Championships|Knoxville,TN|USA|SCY|126|1508.76|FREE|FHT|M|Ryan|FEELEY|1991|192.0|91.0|24.68533|0.018487|1.682344|896.82
AT&T Winter National Championships|Knoxville,TN|USA|SCY|126|1508.76|FREE|FHT|M|Connor|JAEGER|1991|186.0|77.0|22.256908|0.022291|1.716411|879.02
AT&T Winter National Championships|Knoxville,TN|USA|SCY|126|1508.76|FREE|FHT|M|Michael|KLUEH|1987|190.0|81.0|22.437673|0.021162|1.71411|880.2
